               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.020494,           0.0096659,           0.0020411,             0.99523,                   1,             0.99399,             0.81586,             0.01005,           0.0048963,          0.00012192,            0.004654,            0.004654,            0.004654
                 164,            0.020395,            0.009306,           0.0018801,             0.99535,              0.9999,             0.99393,             0.81555,            0.010028,            0.004926,          0.00010447,            0.004621,            0.004621,            0.004621
                 165,             0.02034,           0.0095624,           0.0027876,             0.99532,                   1,             0.99373,             0.81434,           0.0098999,           0.0049155,          0.00010503,            0.004588,            0.004588,            0.004588
                 166,            0.020425,           0.0092547,           0.0020804,             0.99532,                   1,             0.99406,             0.81514,           0.0099655,           0.0048993,           0.0001116,            0.004555,            0.004555,            0.004555
                 167,            0.020695,           0.0096534,           0.0020319,             0.99536,                   1,             0.99393,             0.81396,           0.0099548,           0.0048961,          0.00010776,            0.004522,            0.004522,            0.004522
                 168,            0.020754,           0.0094709,           0.0021888,             0.99532,                   1,             0.99389,             0.81133,            0.009973,           0.0048968,          0.00011246,            0.004489,            0.004489,            0.004489
                 169,            0.020684,            0.009589,            0.002315,             0.99528,             0.99988,             0.99383,             0.81187,            0.010031,           0.0049243,          0.00010782,            0.004456,            0.004456,            0.004456
                 170,            0.020811,           0.0096303,           0.0022724,             0.99479,                   1,              0.9939,             0.81682,           0.0099154,           0.0049351,          0.00011246,            0.004423,            0.004423,            0.004423
                 171,            0.020784,            0.009455,           0.0020416,             0.99467,                   1,             0.99383,             0.81869,           0.0098326,           0.0048879,          9.9706e-05,             0.00439,             0.00439,             0.00439
                 172,            0.020354,           0.0095441,            0.002141,             0.99505,                   1,             0.99374,             0.81218,           0.0099705,            0.004879,          0.00012194,            0.004357,            0.004357,            0.004357
                 173,            0.020459,           0.0093887,           0.0019862,              0.9951,                   1,             0.99372,             0.81536,           0.0098062,           0.0048709,           0.0001131,            0.004324,            0.004324,            0.004324
                 174,            0.020525,           0.0092966,            0.001356,             0.99526,                   1,             0.99386,             0.81965,           0.0097559,           0.0048713,           0.0001093,            0.004291,            0.004291,            0.004291
                 175,             0.02049,           0.0093006,           0.0016587,             0.99492,                   1,             0.99412,             0.81679,           0.0098701,           0.0048924,            9.91e-05,            0.004258,            0.004258,            0.004258
                 176,            0.020204,           0.0096125,           0.0016874,             0.99498,                   1,             0.99398,             0.81688,           0.0097696,           0.0048776,           0.0001063,            0.004225,            0.004225,            0.004225
                 177,            0.019686,            0.009427,           0.0018005,              0.9953,                   1,             0.99409,             0.81746,           0.0097078,           0.0048537,          0.00011394,            0.004192,            0.004192,            0.004192
                 178,            0.020189,           0.0091816,           0.0018873,             0.99514,                   1,             0.99412,             0.82076,           0.0097357,            0.004865,          0.00010713,            0.004159,            0.004159,            0.004159
                 179,            0.020533,           0.0096017,           0.0021486,             0.99524,                   1,             0.99408,             0.81904,           0.0098294,           0.0048792,          0.00010253,            0.004126,            0.004126,            0.004126
                 180,            0.020126,           0.0095153,           0.0016502,             0.99513,                   1,             0.99409,             0.81877,           0.0098082,            0.004868,          0.00011116,            0.004093,            0.004093,            0.004093
                 181,            0.020348,           0.0094567,           0.0017339,             0.99517,                   1,             0.99408,              0.8191,           0.0096739,           0.0048043,          0.00011067,             0.00406,             0.00406,             0.00406
                 182,            0.019801,           0.0095882,           0.0018916,             0.99525,                   1,             0.99418,             0.81789,           0.0097187,           0.0048227,          9.1359e-05,            0.004027,            0.004027,            0.004027
                 183,             0.01976,           0.0093026,            0.001757,             0.99519,             0.99998,             0.99433,             0.81698,           0.0098137,           0.0048294,          9.2869e-05,            0.003994,            0.003994,            0.003994
                 184,            0.019702,            0.009126,           0.0014964,             0.99527,             0.99978,             0.99408,              0.8204,           0.0096617,           0.0048166,          9.7234e-05,            0.003961,            0.003961,            0.003961
                 185,             0.01987,           0.0094588,           0.0014308,             0.99524,                   1,             0.99416,             0.82052,           0.0097002,           0.0048004,          9.0263e-05,            0.003928,            0.003928,            0.003928
                 186,            0.020205,           0.0095431,           0.0017667,             0.99525,                   1,             0.99416,              0.8194,           0.0097047,           0.0047969,          8.6704e-05,            0.003895,            0.003895,            0.003895
                 187,            0.019508,            0.009336,           0.0017206,             0.99504,                   1,             0.99417,             0.82027,           0.0096438,           0.0047822,          9.2421e-05,            0.003862,            0.003862,            0.003862
                 188,            0.019924,            0.009234,           0.0015332,             0.99525,                   1,             0.99421,             0.82125,           0.0096741,           0.0048063,           8.777e-05,            0.003829,            0.003829,            0.003829
                 189,            0.019779,           0.0094108,           0.0018086,             0.99532,                   1,             0.99422,             0.82015,           0.0096088,           0.0048032,          9.4655e-05,            0.003796,            0.003796,            0.003796
                 190,            0.019669,           0.0091866,           0.0018652,             0.99535,             0.99997,             0.99413,             0.82365,           0.0096333,           0.0047853,          9.3651e-05,            0.003763,            0.003763,            0.003763
                 191,            0.019908,             0.00945,           0.0016116,             0.99521,                   1,             0.99419,               0.825,           0.0095707,           0.0047627,          9.5691e-05,             0.00373,             0.00373,             0.00373
                 192,              0.0197,           0.0092796,            0.001267,             0.99525,                   1,             0.99416,             0.82299,           0.0095861,            0.004758,          9.4787e-05,            0.003697,            0.003697,            0.003697
                 193,            0.020051,           0.0092107,            0.001592,             0.99508,                   1,             0.99403,             0.82235,           0.0095534,           0.0047686,           9.994e-05,            0.003664,            0.003664,            0.003664
                 194,             0.01977,           0.0091964,           0.0015533,             0.99517,                   1,             0.99409,             0.82302,           0.0095842,           0.0047604,          0.00010431,            0.003631,            0.003631,            0.003631
                 195,            0.019996,           0.0093583,           0.0015002,             0.99513,                   1,             0.99413,             0.82365,           0.0096533,           0.0047866,          0.00010106,            0.003598,            0.003598,            0.003598
                 196,            0.019982,           0.0092843,           0.0016249,             0.99519,                   1,              0.9941,             0.82481,           0.0096331,           0.0047701,          0.00010082,            0.003565,            0.003565,            0.003565
                 197,            0.019505,           0.0092684,           0.0015901,             0.99534,                   1,             0.99418,             0.82403,           0.0095242,           0.0047891,          9.9637e-05,            0.003532,            0.003532,            0.003532
                 198,            0.019995,           0.0091879,           0.0014277,             0.99526,                   1,             0.99418,             0.82301,           0.0095698,           0.0048086,          0.00010678,            0.003499,            0.003499,            0.003499
                 199,            0.019716,           0.0095084,           0.0020283,             0.99534,                   1,             0.99408,              0.8245,           0.0094838,           0.0047838,          9.7408e-05,            0.003466,            0.003466,            0.003466
                 200,            0.019588,            0.009102,           0.0017231,             0.99532,                   1,             0.99408,             0.82334,           0.0095312,           0.0047866,          0.00010758,            0.003433,            0.003433,            0.003433
                 201,             0.01978,           0.0094471,           0.0015296,             0.99521,                   1,             0.99401,             0.82461,           0.0094839,           0.0047694,          9.6206e-05,              0.0034,              0.0034,              0.0034
                 202,            0.019443,           0.0093907,           0.0014929,             0.99532,                   1,             0.99401,             0.82516,           0.0095274,            0.004747,          9.5866e-05,            0.003367,            0.003367,            0.003367
                 203,            0.019399,           0.0092527,           0.0014477,             0.99539,                   1,             0.99383,             0.82469,           0.0094654,           0.0047348,           8.961e-05,            0.003334,            0.003334,            0.003334
                 204,            0.019508,           0.0089367,           0.0016975,             0.99521,                   1,              0.9939,             0.82373,            0.009483,           0.0047368,           9.109e-05,            0.003301,            0.003301,            0.003301
                 205,            0.019316,           0.0090806,           0.0016924,             0.99519,                   1,             0.99397,             0.82482,            0.009446,           0.0047211,          9.1338e-05,            0.003268,            0.003268,            0.003268
                 206,             0.01969,           0.0094488,           0.0016623,             0.99536,                   1,             0.99399,             0.82653,           0.0094404,           0.0047246,           7.886e-05,            0.003235,            0.003235,            0.003235
                 207,            0.019487,           0.0091335,           0.0014121,             0.99525,                   1,               0.994,             0.82654,           0.0094339,           0.0047354,          8.5434e-05,            0.003202,            0.003202,            0.003202
                 208,            0.019274,           0.0089716,           0.0013278,             0.99519,                   1,             0.99399,             0.82634,           0.0094559,           0.0047458,          8.6642e-05,            0.003169,            0.003169,            0.003169
                 209,            0.020599,           0.0096614,           0.0024963,             0.99497,                   1,             0.99405,             0.82198,           0.0095552,           0.0048376,          8.5041e-05,            0.003136,            0.003136,            0.003136
                 210,             0.02007,           0.0094443,           0.0023153,             0.99524,                   1,             0.99401,             0.82432,           0.0095438,           0.0048027,          8.1403e-05,            0.003103,            0.003103,            0.003103
                 211,            0.019857,            0.009428,           0.0018959,              0.9952,                   1,             0.99407,             0.82629,           0.0095041,           0.0047636,          7.5673e-05,             0.00307,             0.00307,             0.00307
                 212,            0.019987,           0.0093159,           0.0016771,             0.99531,                   1,             0.99401,              0.8246,           0.0095439,           0.0047714,           7.815e-05,            0.003037,            0.003037,            0.003037
                 213,            0.019782,           0.0093645,           0.0014651,             0.99531,                   1,             0.99394,             0.82335,            0.009559,           0.0047885,            7.44e-05,            0.003004,            0.003004,            0.003004
                 214,            0.019098,           0.0091379,           0.0010685,             0.99525,                   1,             0.99393,             0.82444,           0.0094968,           0.0047644,          7.2087e-05,            0.002971,            0.002971,            0.002971
                 215,            0.019604,           0.0092334,           0.0013548,             0.99526,                   1,             0.99406,             0.82464,           0.0094991,           0.0047513,          7.3727e-05,            0.002938,            0.002938,            0.002938
                 216,            0.019312,           0.0090003,           0.0013628,             0.99521,                   1,             0.99395,             0.82421,           0.0094936,           0.0047431,          7.4954e-05,            0.002905,            0.002905,            0.002905
                 217,            0.019421,           0.0092024,             0.00138,             0.99518,              0.9998,             0.99404,             0.82512,           0.0094791,           0.0047503,          8.3018e-05,            0.002872,            0.002872,            0.002872
                 218,            0.019046,           0.0091041,           0.0014948,             0.99519,             0.99981,             0.99399,             0.82564,            0.009447,           0.0047444,          8.8489e-05,            0.002839,            0.002839,            0.002839
                 219,            0.019115,           0.0092939,           0.0013585,             0.99537,             0.99965,             0.99402,             0.82746,           0.0094062,           0.0047336,          7.5894e-05,            0.002806,            0.002806,            0.002806
                 220,            0.019075,           0.0091005,            0.001239,             0.99531,              0.9996,             0.99388,             0.82749,           0.0094002,           0.0047245,          7.2598e-05,            0.002773,            0.002773,            0.002773
                 221,            0.019266,           0.0090451,            0.001435,              0.9953,             0.99959,             0.99393,             0.82565,           0.0094156,           0.0047312,           7.161e-05,             0.00274,             0.00274,             0.00274
                 222,            0.019259,           0.0092058,           0.0013854,             0.99537,             0.99974,             0.99391,             0.82755,           0.0093571,           0.0047054,          7.0156e-05,            0.002707,            0.002707,            0.002707
                 223,            0.019411,            0.009265,           0.0021941,             0.99528,                   1,             0.99382,             0.82711,            0.009371,           0.0047141,          7.3594e-05,            0.002674,            0.002674,            0.002674
                 224,            0.019138,            0.009168,           0.0012965,              0.9952,                   1,             0.99389,             0.82685,            0.009392,           0.0047306,          7.9165e-05,            0.002641,            0.002641,            0.002641
                 225,            0.018906,           0.0093446,           0.0014833,             0.99518,                   1,              0.9939,             0.82792,           0.0093449,           0.0047199,          7.2638e-05,            0.002608,            0.002608,            0.002608
                 226,            0.018916,           0.0093642,           0.0014361,             0.99521,                   1,             0.99394,             0.82732,           0.0093399,           0.0047142,          7.1985e-05,            0.002575,            0.002575,            0.002575
                 227,             0.01926,            0.009172,           0.0014007,             0.99521,                   1,             0.99395,              0.8272,           0.0093707,           0.0047217,          7.0865e-05,            0.002542,            0.002542,            0.002542
                 228,            0.018849,           0.0093771,           0.0015264,              0.9952,             0.99994,             0.99393,             0.82687,           0.0093389,           0.0047125,          6.8775e-05,            0.002509,            0.002509,            0.002509
                 229,            0.018738,           0.0090166,           0.0010041,             0.99537,                   1,             0.99387,             0.82918,            0.009301,           0.0046887,          7.0038e-05,            0.002476,            0.002476,            0.002476
                 230,            0.019002,           0.0089495,           0.0012598,              0.9954,                   1,              0.9939,             0.82912,           0.0092878,           0.0046859,          7.1316e-05,            0.002443,            0.002443,            0.002443
                 231,            0.018959,           0.0089255,           0.0014588,             0.99534,                   1,             0.99391,             0.82984,           0.0092698,           0.0046834,          7.1633e-05,             0.00241,             0.00241,             0.00241
                 232,            0.019271,           0.0093379,           0.0017053,             0.99534,                   1,             0.99394,             0.82931,           0.0092554,           0.0046907,          6.7094e-05,            0.002377,            0.002377,            0.002377
                 233,            0.019386,            0.009049,           0.0012222,             0.99529,                   1,             0.99393,             0.83064,           0.0093017,           0.0046905,          6.9592e-05,            0.002344,            0.002344,            0.002344
                 234,            0.018893,           0.0091481,           0.0014826,             0.99531,                   1,             0.99393,             0.82984,            0.009333,           0.0046784,          7.0008e-05,            0.002311,            0.002311,            0.002311
                 235,            0.018823,           0.0089932,            0.001273,             0.99527,                   1,             0.99392,             0.82878,           0.0092977,           0.0046777,          6.7431e-05,            0.002278,            0.002278,            0.002278
                 236,            0.018717,           0.0088957,           0.0010909,             0.99527,                   1,             0.99389,             0.83063,           0.0092574,            0.004681,          6.5901e-05,            0.002245,            0.002245,            0.002245
                 237,            0.018946,           0.0090304,           0.0010434,             0.99532,                   1,             0.99385,             0.83048,           0.0092322,           0.0046719,           6.475e-05,            0.002212,            0.002212,            0.002212
                 238,            0.018764,           0.0090879,          0.00090987,             0.99531,                   1,             0.99389,             0.83168,           0.0092135,            0.004668,          6.1856e-05,            0.002179,            0.002179,            0.002179
                 239,            0.018904,           0.0088521,           0.0011539,              0.9952,                   1,              0.9939,             0.83225,            0.009218,           0.0046574,          6.1217e-05,            0.002146,            0.002146,            0.002146
                 240,            0.018697,           0.0089306,           0.0010078,             0.99524,                   1,              0.9939,             0.82927,           0.0092445,           0.0046528,          6.1511e-05,            0.002113,            0.002113,            0.002113
                 241,             0.01911,           0.0092494,           0.0012556,             0.99531,                   1,             0.99395,             0.83137,           0.0092304,           0.0046563,          6.3409e-05,             0.00208,             0.00208,             0.00208
                 242,            0.018476,           0.0088861,           0.0012411,             0.99534,                   1,              0.9939,             0.83151,           0.0092552,           0.0046691,          6.2898e-05,            0.002047,            0.002047,            0.002047
                 243,            0.018457,           0.0091001,           0.0011128,             0.99532,                   1,              0.9939,             0.83139,           0.0092289,           0.0046606,          6.4731e-05,            0.002014,            0.002014,            0.002014
                 244,             0.01816,           0.0089752,          0.00093828,             0.99524,                   1,             0.99394,              0.8309,           0.0092634,           0.0046675,          6.5388e-05,            0.001981,            0.001981,            0.001981
                 245,            0.018662,           0.0090036,           0.0010264,             0.99508,                   1,             0.99389,             0.83082,           0.0092404,           0.0046596,          6.2808e-05,            0.001948,            0.001948,            0.001948
                 246,            0.018273,           0.0089159,           0.0010093,             0.99503,                   1,             0.99393,             0.83254,           0.0092235,           0.0046558,          6.0991e-05,            0.001915,            0.001915,            0.001915
                 247,            0.018722,           0.0089202,           0.0011423,             0.99514,                   1,             0.99396,             0.83232,           0.0092043,           0.0046511,          6.3144e-05,            0.001882,            0.001882,            0.001882
                 248,            0.018727,           0.0089865,           0.0010745,              0.9953,                   1,             0.99397,             0.83265,           0.0092148,           0.0046459,          6.2839e-05,            0.001849,            0.001849,            0.001849
                 249,            0.018495,           0.0091539,           0.0011999,             0.99526,                   1,               0.994,             0.83436,           0.0091937,           0.0046366,          6.5213e-05,            0.001816,            0.001816,            0.001816
                 250,            0.018534,           0.0088165,          0.00087147,             0.99531,                   1,             0.99396,             0.83444,           0.0091746,           0.0046298,          6.4691e-05,            0.001783,            0.001783,            0.001783
                 251,            0.018621,            0.008863,          0.00096684,             0.99533,                   1,             0.99396,             0.83387,            0.009172,            0.004623,           6.632e-05,             0.00175,             0.00175,             0.00175
                 252,              0.0184,           0.0089488,           0.0012512,             0.99529,                   1,             0.99397,             0.83283,            0.009183,           0.0046292,           6.497e-05,            0.001717,            0.001717,            0.001717
                 253,            0.018297,           0.0088286,          0.00099329,              0.9952,                   1,             0.99397,             0.83293,           0.0091774,           0.0046314,          6.3311e-05,            0.001684,            0.001684,            0.001684
                 254,            0.018126,           0.0089183,          0.00094543,             0.99515,                   1,             0.99399,             0.83385,           0.0091636,           0.0046322,          6.0685e-05,            0.001651,            0.001651,            0.001651
                 255,            0.018702,           0.0090261,           0.0011131,             0.99512,                   1,             0.99399,             0.83407,           0.0091646,           0.0046356,          6.0568e-05,            0.001618,            0.001618,            0.001618
                 256,             0.01828,           0.0087616,           0.0012206,             0.99518,                   1,             0.99399,             0.83407,           0.0091526,           0.0046355,          6.0931e-05,            0.001585,            0.001585,            0.001585
                 257,            0.018024,           0.0088129,           0.0010363,              0.9952,                   1,             0.99394,              0.8351,           0.0091569,            0.004639,          6.1901e-05,            0.001552,            0.001552,            0.001552
                 258,            0.018396,           0.0088042,           0.0010037,             0.99523,                   1,             0.99394,             0.83596,           0.0091499,           0.0046327,          6.3485e-05,            0.001519,            0.001519,            0.001519
                 259,            0.018383,           0.0090758,           0.0013464,             0.99521,                   1,             0.99396,             0.83433,           0.0091461,           0.0046372,           6.409e-05,            0.001486,            0.001486,            0.001486
                 260,            0.018126,           0.0088991,           0.0010088,             0.99522,                   1,             0.99398,             0.83481,           0.0091409,           0.0046297,          6.3532e-05,            0.001453,            0.001453,            0.001453
                 261,            0.018305,           0.0089532,           0.0010531,             0.99511,                   1,             0.99396,             0.83556,           0.0091293,           0.0046255,          6.0671e-05,             0.00142,             0.00142,             0.00142
                 262,            0.018235,           0.0087581,           0.0010432,             0.99511,                   1,             0.99391,             0.83604,           0.0091248,           0.0046297,          5.7998e-05,            0.001387,            0.001387,            0.001387
                 263,            0.018053,           0.0088544,           0.0010275,             0.99511,                   1,              0.9939,             0.83627,           0.0091354,           0.0046282,          5.6691e-05,            0.001354,            0.001354,            0.001354
                 264,             0.01852,           0.0088373,           0.0013815,             0.99509,                   1,             0.99386,             0.83609,           0.0091503,           0.0046334,          5.4488e-05,            0.001321,            0.001321,            0.001321
                 265,            0.018378,           0.0090842,           0.0012333,              0.9951,                   1,              0.9939,             0.83616,           0.0091413,           0.0046325,          5.4365e-05,            0.001288,            0.001288,            0.001288
                 266,            0.018015,           0.0086319,           0.0012422,             0.99525,                   1,             0.99395,             0.83601,           0.0091236,           0.0046158,          5.3985e-05,            0.001255,            0.001255,            0.001255
                 267,            0.017924,           0.0087549,           0.0009203,             0.99525,                   1,             0.99393,             0.83732,           0.0090988,           0.0046123,          5.2725e-05,            0.001222,            0.001222,            0.001222
                 268,            0.018226,           0.0088516,          0.00097119,              0.9953,                   1,             0.99395,             0.83657,           0.0090802,           0.0046113,          5.1137e-05,            0.001189,            0.001189,            0.001189
                 269,            0.017674,           0.0087262,          0.00096203,             0.99529,                   1,             0.99393,             0.83681,           0.0090663,           0.0046076,          5.1037e-05,            0.001156,            0.001156,            0.001156
                 270,            0.017604,           0.0087104,           0.0006312,             0.99529,                   1,             0.99392,             0.83735,           0.0090527,           0.0045978,          5.0515e-05,            0.001123,            0.001123,            0.001123
                 271,            0.018305,           0.0086682,          0.00097809,             0.99523,                   1,             0.99392,             0.83745,           0.0090392,           0.0045959,          4.9895e-05,             0.00109,             0.00109,             0.00109
                 272,            0.018036,           0.0090399,          0.00096768,             0.99521,                   1,             0.99395,             0.83656,           0.0090407,           0.0045938,          4.9876e-05,            0.001057,            0.001057,            0.001057
                 273,            0.018067,            0.008682,          0.00078009,             0.99524,                   1,             0.99394,             0.83661,            0.009044,           0.0045956,          4.8988e-05,            0.001024,            0.001024,            0.001024
                 274,            0.018111,           0.0088123,           0.0011959,             0.99524,                   1,             0.99392,             0.83739,            0.009044,           0.0045964,           4.814e-05,            0.000991,            0.000991,            0.000991
                 275,            0.017808,           0.0085703,          0.00080644,             0.99526,                   1,             0.99393,             0.83704,           0.0090467,           0.0046003,          4.8598e-05,            0.000958,            0.000958,            0.000958
                 276,            0.017825,           0.0087009,           0.0012743,             0.99522,                   1,             0.99393,             0.83827,           0.0090385,           0.0045952,          4.9195e-05,            0.000925,            0.000925,            0.000925
                 277,              0.0183,           0.0089181,           0.0016065,             0.99522,                   1,             0.99393,             0.83904,           0.0090137,           0.0045858,          5.0476e-05,            0.000892,            0.000892,            0.000892
                 278,            0.017916,           0.0087631,           0.0011004,              0.9952,                   1,             0.99389,             0.83892,           0.0090066,           0.0045861,          5.3164e-05,            0.000859,            0.000859,            0.000859
                 279,             0.01784,           0.0086974,           0.0014173,             0.99524,                   1,              0.9939,             0.83943,           0.0090111,           0.0045836,          5.3376e-05,            0.000826,            0.000826,            0.000826
                 280,            0.018178,           0.0087899,          0.00090719,             0.99523,                   1,             0.99389,             0.83928,           0.0090052,           0.0045814,          5.1771e-05,            0.000793,            0.000793,            0.000793
                 281,            0.017543,           0.0087784,           0.0011687,             0.99523,                   1,             0.99386,             0.83895,           0.0089996,           0.0045801,          4.9387e-05,             0.00076,             0.00076,             0.00076
                 282,            0.017777,           0.0086331,          0.00090661,             0.99522,                   1,             0.99388,             0.83937,           0.0089969,           0.0045818,          4.8898e-05,            0.000727,            0.000727,            0.000727
                 283,             0.01768,           0.0086959,            0.000811,             0.99522,                   1,             0.99387,             0.83988,           0.0089884,           0.0045811,          4.9476e-05,            0.000694,            0.000694,            0.000694
                 284,            0.017419,           0.0086824,          0.00084289,             0.99517,                   1,             0.99386,             0.84034,           0.0089969,           0.0045845,          4.9772e-05,            0.000661,            0.000661,            0.000661
                 285,             0.01793,           0.0088887,          0.00090261,             0.99521,                   1,             0.99391,             0.84006,           0.0090023,            0.004583,          4.9322e-05,            0.000628,            0.000628,            0.000628
                 286,            0.017216,           0.0085462,          0.00079141,             0.99522,                   1,             0.99389,             0.84041,           0.0090018,           0.0045807,          4.9131e-05,            0.000595,            0.000595,            0.000595
                 287,            0.017698,            0.008771,          0.00089875,             0.99522,                   1,              0.9939,             0.84128,           0.0089837,           0.0045741,          4.8342e-05,            0.000562,            0.000562,            0.000562
                 288,            0.017526,           0.0086946,          0.00070193,              0.9952,                   1,             0.99389,             0.84195,           0.0089765,           0.0045706,          4.8121e-05,            0.000529,            0.000529,            0.000529
                 289,            0.017453,           0.0087218,          0.00085353,             0.99523,                   1,             0.99388,             0.84163,            0.008975,           0.0045683,          4.7234e-05,            0.000496,            0.000496,            0.000496
                 290,             0.01738,            0.008508,          0.00074767,             0.99522,                   1,             0.99388,             0.84243,           0.0089758,           0.0045671,          4.6552e-05,            0.000463,            0.000463,            0.000463
                 291,            0.017506,           0.0085744,          0.00073205,             0.99522,                   1,             0.99386,             0.84255,           0.0089804,           0.0045683,          4.6156e-05,             0.00043,             0.00043,             0.00043
                 292,            0.017483,           0.0087758,          0.00090241,             0.99523,                   1,             0.99385,             0.84284,           0.0089679,           0.0045656,          4.5967e-05,            0.000397,            0.000397,            0.000397
                 293,            0.016995,           0.0085812,            0.001032,             0.99524,                   1,             0.99386,             0.84381,           0.0089573,           0.0045653,          4.5631e-05,            0.000364,            0.000364,            0.000364
                 294,            0.017541,           0.0086979,          0.00075446,             0.99524,                   1,             0.99388,             0.84334,           0.0089539,           0.0045653,          4.4916e-05,            0.000331,            0.000331,            0.000331
                 295,            0.017632,           0.0086029,          0.00077683,             0.99523,                   1,             0.99388,             0.84361,           0.0089506,           0.0045663,          4.4558e-05,            0.000298,            0.000298,            0.000298
                 296,            0.017319,           0.0086416,          0.00098378,             0.99523,                   1,             0.99388,             0.84447,           0.0089455,           0.0045662,          4.4323e-05,            0.000265,            0.000265,            0.000265
                 297,            0.017079,           0.0087291,          0.00084223,             0.99524,                   1,             0.99388,             0.84356,           0.0089436,           0.0045649,           4.389e-05,            0.000232,            0.000232,            0.000232
                 298,             0.01739,           0.0085713,           0.0006459,             0.99524,                   1,             0.99389,             0.84385,           0.0089427,           0.0045646,          4.3005e-05,            0.000199,            0.000199,            0.000199
                 299,            0.017126,           0.0084344,           0.0010079,             0.99525,                   1,             0.99391,             0.84494,           0.0089426,           0.0045648,          4.2245e-05,            0.000166,            0.000166,            0.000166
